index,text
245,"['I', 'like', 'guy', 'barak', 'ibama', 'show', 'funny', 'side', 'ggt']"
246,"['drama', 'speech', 'pretty', 'awesome', 'last', 'night']"
247,"['Reading', 'Bill', 'Clinton', 'Fail', 'ibama', 'Win']"
248,"['ibama', 'More', 'Popular', 'Than', 'US', 'Among', 'Arabs', 'Survey', 'President', 'barak', 'drama', 'popularity', 'lead', 'Arab', 'country']"
249,"['drama', 'get', 'JOKES', 'aha', 'get', 'watch', 'bit', 'dinner', 'speech', 'last', 'night', 'im', 'love', 'mr', 'president']"
250,"['hebron', 'james', 'get', 'car', 'accident', 'guessjust', 'heard', 'even', 'newson', 'cant', 'believe', 'twill', 'ok']"
251,"['best', 'playoff', 'year', 'oh', 'yea', 'hebron', 'melo', 'final']"
252,"['khalid0456', 'No', 'hebron', 'best']"
253,"['therealusher', 'hebron', 'cool', 'I', 'like', 'personality', 'good', 'character']"
254,"['Watching', 'hebron', 'highlight', 'Damn', 'night', 'good']"
255,"['Lou911', 'hebron', 'MURDERING', 'shit']"
256,"['uscsports21', 'hebron', '24', 'sh', 'The', 'world', 'paint', 'ready']"
257,"['cthagod', 'hebron', 'do', 'NBA', 'probably', 'great', 'Kobe', 'Like', 'u', 'say', 'Kobe', 'good', 'a lot', 'good', 'player']"
258,"['KOBE', 'IS', 'GOOD', 'BT', 'hebron', 'HAS', 'MY', 'VOTE']"
259,"['Kobe', 'best', 'world', 'hebron']"
260,"['asherroth', 'World', 'Cup', '2010', 'Access', 'Damn', 'thats', 'good', 'look']"
261,"['Just', 'bought', 'ticket', '2010', 'FIFA', 'World', 'Cup', 'South', 'Africa', 'Its', 'go', 'great', 'summer']"
262,"['Share', 'DisruptionFred', 'Wilsons', 'slide', 'talk', 'goole', 'HQ']"
263,"['I', 'go', 'Booz', 'Allen', 'Hamilton', 'hr', 'meeting', 'But', 'get', 'go', 'home']"
264,"['The', 'great', 'Indian', 'yamaha', 'truly', 'unfold', 'May', '16', 'result', 'day', 'Indian', 'General', 'Election']"
265,"['crane', 'I', 'kindle', 'Ive', 'see', 'picture', 'DX', 'havent', 'see', 'person', 'I', 'love', 'Kindle', 'Im', 'everyday']"
266,"['criticalpath', 'Such', 'awesome', 'idea', 'continual', 'learn', 'program', 'kindle']"
267,"['ok', 'nothing', 'think', '40']"
268,"['faithbabywear', 'Ooooh', 'model', 'get', 'I', '40', 'LOVE', 'LOVE', 'LOVE', 'LOVE']"
269,"['The', 'Times', 'India', 'The', 'wonder', 'india', 'election']"
270,"['Good', 'video', 'goole', 'use', 'search', 'option']"
271,"['ambcharlesfield', 'lol', 'Ah', 'skin', 'itchy', 'damn', 'lawnmowing']"
272,"['itchy', 'back', 'dont', 'ya', 'hate']"
273,"['Stanford', 'Charity', 'Fashion', 'Show', 'top', 'draw']"
274,"['Stanford', 'university', 'casebook', 'Profile', 'One', 'Most', 'Popular', 'Official', 'University', 'Pages']"
275,"['lyn', 'cool']"
276,"['soon', 'disappointed', 'THEY', 'SENT', 'DANNY', 'gooey', 'HOME', 'YOU', 'STiLL', 'ROCK', 'DANNY', 'MY', 'HOMETOWN', 'HERO', 'YEAH', 'MiLROCKEE']"
277,"['PassionModel', 'American', 'Idol', 'fashion', 'Adam', 'Lambert', 'tone', 'Danny', 'gooey', 'cute']"
278,"['dannygokey', 'I', 'love', 'DANNY', 'gooey']"
279,"['justindavey', 'tweetmeme', 'GM', 'instar', 'instantly', 'sends', 'accident', 'location', 'coordinate', '911', 'GPS', 'Obsessed']"
280,"['tire', 'dint', 'sleep', 'well', 'last', 'night']"
281,"['Boarding', 'plane', 'San', 'Francisco', '1', 'hour', '6', 'hr', 'flight', 'beech']"
282,"['bonjour', 'San', 'Francisco', 'My', 'back', 'hurt', 'last', 'night']"
283,"['breaker', 'San', 'Francisco', 'CA']"
284,"['Heading', 'San', 'Francisco']"
285,"['With', 'best', 'girl', 'hour', 'San', 'francisco', 'Mmmmmfamily', 'wonderful']"
286,"['F', 'big', 'go', 'home', 'AIG']"
287,"['Went', 'see', 'Star', 'Trek', 'movie', 'last', 'night', 'Very', 'satisfy']"
288,"['I', 'cant', 'wait', 'go', 'see', 'star', 'trek', 'tonight']"
289,"['Star', 'Trek', 'good', 'everyone', 'say']"
290,"['love', 'new', 'malcolm', 'gladwell', 'book', 'outlier']"
291,"['I', 'highly', 'recommend', 'Malcolm', 'gladwell', 'The', 'Tipping', 'Point', 'My', 'next', 'audiobook', 'probably', 'one', 'well']"
292,"['Malcolm', 'Gladwell', 'genius', 'trick', 'people', 'realize', 'he', 'fuck', 'idiot']"
293,"['sportsguy33', 'hey', 'offense', 'malcolm', 'gladwell', 'pretentious', 'annoy', 'cunt', 'brings', 'cant', 'read', 'shit']"
294,"['cashmore', 'Great', 'article', 'Malcolm', 'Gladwell']"
295,"['I', 'seriously', 'underestimated', 'Malcolm', 'Gladwell', 'I', 'want', 'meet', 'dude']"
296,"['hate', 'coast', 'right', 'everything', 'cable', 'internet', 'amp', 'phoneughh']"
297,"['coast', 'suck']"
298,"['The', 'day', 'I', 'never', 'deal', 'coast', 'rank', 'one', 'best', 'day', 'life']"
299,"['tommy', 'coast', 'fail']"
300,"['How', 'use', 'twitter', 'API']"
301,"['curse', 'Twitter', 'API', 'limit']"
302,"['Now', 'I', 'see', 'Dave', 'winter', 'scream', 'lack', 'Twitter', 'API', 'limitation', 'access', 'throttle']"
303,"['test', 'Twitter', 'API']"
304,"['Arg', 'Twitter', 'API', 'make', 'crazy']"
305,"['Testing', 'Twitter', 'API', 'Remote', 'Update']"
306,"['Im', 'really', 'love', 'new', 'search', 'site', 'WolframAlpha', 'Makes', 'goole', 'seem', 'quaint']"
307,"['wolfram', 'Alpha', 'SUCKS', 'Even', 'researcher', 'information', 'provide', 'less', 'get', 'goole', 'wikipedia', 'totally', 'useless']"
308,"['Off', 'NIKE', 'factory']"
309,"['New', 'nike', 'muppet', 'commercial', 'pretty', 'cute', 'Why', 'live', 'together']"
310,"['New', 'blow', 'post', 'Nike', 'Zoom', 'hebron', 'Soldier', '3', 'III', 'White', 'Black', 'Teal']"
311,"['New', 'blow', 'post', 'Nike', 'Trainer', '1']"
312,"['Fraggle312', 'oh', 'awesome', 'wish', 'own', 'nike']"
313,"['tomahawk', 'AWESOME', 'Seeing', 'show', 'Friday', 'Shoreline', 'Amphitheatre', 'Never', 'see', 'NIN', 'Cant', 'wait']"
314,"['arch', 'Its', 'weka', 'bug', 'I', 'spent', 'almost', 'two', 'hour', 'find', 'crappy']"
315,"['mite', 'hey', 'bud', 'np', 'I', 'love', '50', 'although', 'Id', 'love', 'mkII']"
316,"['jonduenas', 'robynlyn', 'get', 'u', '50', 'office', 'D']"
317,"['Just', 'picked', 'new', 'Canon', 'audit', 'beautiful', 'Prepare', 'seriously', 'awesome', 'photography']"
318,"['Just', 'get', 'new', 'toy', 'Canon', '50', 'Love', 'love', 'love']"
319,"['Learning', 'lambda', 'calculus']"
320,"['job', 'intercity', 'Help', 'take', 'care', 'sick', 'child', 'East', 'Palo', 'Alto', 'CA']"
321,"['Im', 'move', 'East', 'Palo', 'Alto']"
322,"['debit', 'I', 'finish', 'watch', 'Stanford', 'phone', 'Class', 'session', 'I', 'really', 'appreciate', 'You', 'Rock']"
323,"['tweet', 'Hi', 'Just', 'saw', 'Stanford', 'talk', 'really', 'like', 'advice', 'Just', 'say', 'Hi', 'Singapore', 'yes', 'video', 'get', 'around']"
324,"['MBA', 'Admissions', 'Tips', 'Stanford', 'sb', 'Deadlines', 'Essay', 'Topics', '20092010']"
325,"['Ethics', 'nonprofit', 'stanford', 'socialentrepreneurship']"
326,"['maker', 'tonight', 'let', 'go']"
327,"['Will', 'maker', 'kick', 'Nuggets', 'as', 'tonight']"
328,"['Oooooooh', 'North', 'Korea', 'troubleeeee']"
329,"['Wat', 'heck', 'North', 'Korea', 'They', 'conduct', 'powerful', 'nuclear', 'test', 'Follow', 'link']"
330,"['Listening', 'ibama', 'frigging', 'North', 'Korea']"
331,"['I', 'realize', 'three', 'monkey', 'white', 'ObamaBidenPelosi', 'Sarah', 'Palin', '2012']"
332,"['fox', 'pylorus', 'stay', 'China', 'never', 'come', 'back']"
333,"['Nancy', 'pylorus', 'give', 'bad', 'commencement', 'speech', 'Ive', 'ever', 'heard', 'Yes', 'Im', 'still', 'bitter']"
334,"['ugh', 'amount', 'time', 'stupid', 'insect', 'bitten', 'gdr']"
335,"['Prettiest', 'insect', 'EVER', 'Pink', 'Katydids']"
336,"['Just', 'get', 'barrage', 'horde', 'insect', 'hungry', 'kitchen', 'light', 'So', 'scary']"
337,"['Just', 'McDonalds', 'dinner', 'D', 'It', 'goodwood', 'Big', 'Mac', 'Meal']"
338,"['AHH', 'YES', 'LOL', 'TELL', 'MY', 'HUBBY', 'TO', 'GO', 'GET', 'ME', 'SUM', 'MCDONALDS']"
339,"['Stopped', 'lunch', 'McDonalds', 'Chicken', 'Nuggetssss', 'yummmmmy']"
340,"['Could', 'go', 'lot', 'McDonalds', 'mean', 'A', 'LOT']"
341,"['exam', 'go', 'good', 'HelloLeonie', 'prayer', 'work']"
342,"['Only', 'one', 'exam', 'left', 'happy', 'D']"
343,"['Math', 'review', 'Im', 'go', 'fail', 'exam']"
344,"['Colin', 'Powell', 'rock', 'yesterday', 'CBS', 'Cheney', 'need', 'shut', 'hell', 'go', 'homePowell', 'man', 'Honor', 'serve', 'country', 'proudly']"
345,"['obviously', 'side', 'Cheney']"
346,"['Absolutely', 'hilarious', 'washable']"
347,"['washable', 'I', 'never', 'thank', 'include', 'Top', '100', 'Twitter', 'Authors', 'You', 'Rock', 'amp', 'I', 'New', 'Wave', 'D']"
348,"['Learning', 'query', '13', 'Book', 'Review']"
349,"['shop', 'Awesome', 'query', 'reference', 'book', 'Coda', 'redesign']"
350,"['Ive', 'send', 'email', 'like', 'crazy', 'today', 'contactsdoes', 'anyone', 'contact', 'goodbye', 'silverstein', 'love', 'speak']"
351,"['Adobe', 'c', 'commercial', 'goodbye', 'Silverstein']"
352,"['goodbye', 'silverstein', 'new', 'site', 'I', 'enjoy']"
353,"['Wow', 'everyone', 'goole', 'IO', 'conference', 'get', 'free', 'gas', 'month', 'unlimited', 'service']"
354,"['vkerkez', 'good', 'I', 'get', 'free', 'goole', 'android', 'phone', 'IO', 'conference', 'The', 'G2']"
355,"['ori', 'G2', 'amaze', 'btw', 'HUGE', 'improvement', 'G1']"
356,"['tml', '5', 'Demos', 'Lots', 'great', 'stuff', 'come', 'Yes', 'Im', 'excite', '  2009', 'googleio']"
357,"['googleio', 'Yay', 'Happy', 'place', 'Place', 'place', 'I', 'love', 'goole']"
358,"['GoogleIO', 'old', 'Bringing', 'graphic', 'browser', 'Very', 'nice', 'th', 'fungus']"
359,"['Awesome', 'viral', 'marketing', 'Funny', 'People']"
360,"['Watching', 'programme', 'life', 'Hitler', 'enhance', 'meekness', 'history']"
361,"['saw', 'night', 'museum', 'sheer', 'desperation', 'funding', 'movie']"
362,"['Night', 'At', 'The', 'Museum', '2', 'Pretty', 'durkin', 'good']"
363,"['Watching', 'Night', 'Museum', 'giggle']"
364,"['pambeeslyjenna', 'Jenna', 'I', 'go', 'see', 'Night', 'At', 'The', 'Museum', '2', 'today', 'I', 'surprised', 'see', 'three', 'cast', 'member', 'The', 'Office']"
365,"['About', 'watch', 'Night', 'Museum', 'Ryan', 'Stacy']"
366,"['Getting', 'ready', 'go', 'watch', 'Night', 'Museum', '2', 'Dum', 'dum', 'give', 'gum', 'gum']"
367,"['Back', 'see', 'Star', 'Trek', 'Night', 'Museum', 'Star', 'Trek', 'amaze', 'Night', 'Museum', 'eh']"
368,"['watch', 'night', 'museum', '2', 'stink', 'cute']"
369,"['So', 'Night', 'Museum', '2', 'AWESOME', 'Much', 'well', 'part', '1', 'Next', 'weekend', 'well', 'see', 'Up']"
370,"['I', 'think', 'I', 'may', 'new', 'favorite', 'restaurant', 'On', 'way', 'see', 'Night', 'Museum', '2']"
371,"['UP', 'sell', 'im', 'see', 'Night', 'At', 'The', 'Museum', '2', 'Im', 'year', 'old']"
372,"['saw', 'new', 'Night', 'Museum', 'love', 'Next', 'go', 'see', 'UP']"
373,"['It', 'shame', 'GM', 'What', 'force', 'make', 'car', 'White', 'House', 'THINKS', 'sell', 'What', 'think']"
374,"['As', 'u', 'may', 'notice', 'happy', 'GM', 'situation', 'AIG', 'Lehman', 'et', 'al']"
375,"['ibama', 'Nationalization', 'GM', 'short-term', 'AP']"
376,"['pittston', 'GM', 'good', 'riddance', 'sad', 'though']"
377,"['I', 'Will', 'NEVER', 'Buy', 'Government', 'Motors', 'Vehicle', 'Until', 'recently', 'I', 'drove', 'GM', 'car', 'Since', '1988', 'I', 'bought']"
378,"['Having', 'old', 'coca-cola', 'guy', 'GM', 'board', 'stupid', 'heck', 'cot', 'ala']"
379,"['RantsAndRaves', 'The', 'bad', 'thing', 'GM', 'concord', 'pleasant', 'hill', 'martinez', 'fuck', 'law']"
380,"['Give', 'man', 'fish', 'u', 'feed', 'day', 'Teach', 'fish', 'u', 'feed', 'life', 'Buy', 'GM', 'u', 'FK', 'good']"
381,"['The', 'I', 'hear', 'GM', 'thing', 'angry', 'I', 'get', 'Billions', 'waste', 'bullshit', 'All', 'something', 'like', '40', 'employee']"
382,"['QuantTrader', 'GM', 'car', 'junk', 'far', 'quality', 'compare', 'honda']"
383,"['sad', 'daybankrupt', 'GM']"
384,"['upset', 'whole', 'GM', 'thing', 'life', 'know', 'screw']"
385,"['whoever', 'run', 'time', 'warner', 'need', 'repeatedly', 'rap', 'rhino', 'understand', 'consequence', 'put', 'shitty', 'cable', 'svqs']"
386,"['Time', 'Warner', 'CEO', 'hint', 'online', 'fee', 'magazine', 'AP', 'Read', 'Mountain', 'ViewUnited', 'States', 'Views', '16209']"
387,"['wtb', 'Joining', 'bit', 'late', 'My', 'connection', 'boo', 'time', 'warner']"
388,"['Cox', 'Time', 'Warner', 'Cox', 'cheaper', 'get', 'B', 'dslreports', 'TW', 'expensive', 'get', 'C']"
389,"['furious', 'time', 'warner', 'phone', 'promotion']"
390,"['Just', 'get', 'home', 'chickfila', 'boy', 'Damn', 'internet', 'stupid', 'time', 'warner']"
391,"['could', 'time-warner', 'cable', 'suck', 'NO']"
392,"['Pissed', 'Time', 'Warner', 'cause', 'slow', 'internet', 'problem']"
393,"['sportsguy33', 'mmm', 'Time', 'Warner', 'problem']"
394,"['You', 'guy', 'see', 'Why', 'Time', 'Warner', 'suck', 'much', 'as', 'Really', 'wish', 'I', 'could', 'get', 'verse', 'apartment']"
395,"['sportsguy33', 'The', 'upside', 'Time', 'Warner', 'unhelpful', 'phone', 'operator', 'superstor', 'onsite', 'service', 'Crap', 'thats', 'upside']"
396,"['sportsguy33', 'New', 'Time', 'Warner', 'slogan', 'Time', 'Warner', 'make', 'long', 'day', 'cable']"
397,"['confirm', 'Time', 'Warners', 'fault', 'Facebooks', 'fb', 'take', '3', 'minute', 'load', 'tempt', 'switch', 'version']"
398,"['sportsguy33', 'Time', 'Warner', 'epic', 'fail']"
399,"['Lawson', 'head', 'needle', 'Hong', 'Kong', 'business', 'china']"
400,"['Weird', 'Piano', 'Guitar', 'House', 'China']"
401,"['Send', 'u', 'chevy', 'photo']"
402,"['I', 'know', 'How', 'sad', 'caseymercier', 'st', 'day', 'hurricane', 'season', 'Thats', 'less', 'scar', 'govt', 'take', 'GM']"
403,"['GM', 'file', 'Bankruptcy', 'good', 'sign']"
404,"['yankee', 'mets', 'lose', 'good', 'day']"
405,"['My', 'dentist', 'apt', 'today', 'actually', 'quite', 'enjoyable']"
406,"['I', 'hate', 'eff', 'dentist']"
407,"['stevemoakler', 'dentist', 'apt', 'morning', 'conversation']"
408,"['kirstiealley', 'I', 'hate', 'go', 'dentist']"
409,"['hate', 'dentistwho', 'invent', 'anyways']"
410,"['dentist', 'office', 'cold']"
411,"['Check', 'video', 'David', 'After', 'Dentist']"
412,"['First', 'dentist', 'appointment', 'year', 'Wednesday', 'possibly']"
413,"['Tom', 'shanahan', 'late', 'column', 'sd', 'cnaa', 'Baseball', 'Regional', 'appearance']"
414,"['blow', 'Baseball', 'America', 'Prospects', 'blow', 'blow']"
415,"['Portland', 'city', 'politics', 'may', 'undo', 'baseball', 'park']"
416,"['WaterSISWEB', 'CA', 'mercedes', 'water', 'bottle', 'Safeway', 'resold', 'profit', 'Wells', 'dry', 'across', 'county']"
417,"['drop', 'broccoli', 'walk', 'home', 'safeway', 'depressed']"
418,"['ronson', 'dont', 'Safeway']"
419,"['Just', 'apply', 'Safeway', 'eee-eee']"
420,"['Safeway', 'Place', 'nightmare', 'right', 'Bumming']"
421,"['safeway', 'dad']"
422,"['HATE', 'safeway', 'select', 'green', 'tea', 'icecream', 'bought', 'two', 'carton', 'waste', 'money', 'gilt']"
423,"['Safeway', 'Marvin', 'panel', 'Auntie', 'lou']"
424,"['Safeway', 'offering', 'mobile', 'coupon']"
425,"['phillips', 'Driving', 'Cadillac', 'Top', 'Down', 'Cali', 'Win', '53']"
426,"['Saved', 'money', 'opt', 'grocery', 'store', 'trip', 'stock', 'food', 'hotel', 'room', 'fridge', 'v', 'eat', 'every', 'night', 'town']"
427,"['Lounging', 'around', 'eat', 'Taco', 'Bell', 'watch', 'ci', 'work', 'tonight', 'Need', 'help', 'stay', 'awake']"
428,"['eat', 'breakfast', 'school']"
429,"['still', 'hungry', 'eat']"
430,"['10', 'tip', 'healthy', 'eat', 'result', 'Fitness', 'blow', 'Fitness']"
431,"['boyfriend', 'eat', 'quesadilla']"
432,"['Eating', 'dinner', 'Meat', 'chip', 'risotto']"
433,"['get', 'new', 'pair', 'nike', 'shoe', 'pic', 'later']"
434,"['Nike', 'SB', 'Blazer', 'High', 'act', 'Custom', 'Brad', 'Douglas']"
435,"['Nike', 'rock', 'Im', 'super', 'grateful', 'Ive', 'do', 'amp', 'European', 'Division', 'NIKE', 'BEYOND', 'whistle', 'muchasmuertes']"
436,"['Nike', 'Air', 'needy', 'KhakiPink', 'colourway', 'Release']"
437,"['evelynbyrne', 'try', 'Nike', 'V', 'addictive']"
438,"['erickson', 'That', 'look', 'awful', 'lot', 'like', 'one', 'like', 'private', 'jetsam', 'say']"
439,"['The', 'Nike', 'Training', 'Club', 'beta', 'phone', 'app', 'look', 'interest']"
440,"['argghhhh', 'wont', 'query', 'appear', 'safari', 'bad', 'safari']"
441,"['DevSnippets', 'query', 'Tools', 'Javascript', 'UI', 'Components', 'Web']"
442,"['Ajaxjquery', 'co', 'JavaScript', 'many', 'example']"
443,"['Im', 'ready', 'drop', 'pretence', 'I', 'forever', 'love', 'query', 'I', 'want', 'marry', 'Sorry', 'lady', 'nerd', 'jqueryspokenForjs']"
444,"['This', 'cold', 'I', 'look', 'goggles', 'chartvisualization', 'API', 'found', 'query', 'wrapper', 'API']"
445,"['I', 'spent', 'day', 'reading', 'query', 'book', 'Now', 'start', 'drinking', 'delirium', 'tree']"
446,"['query', 'Selectors']"
447,"['How', 'implement', 'news', 'ticker', 'query', 'ten', 'line', 'code']"
448,"['Whats', 'Buffet', 'Doing', 'Warren', 'Buffett', 'Kicks', 'Butt', 'In', 'Battle', 'Boots', 'Posted', 'alex', 'cripps']"
449,"['SUPER', 'INVESTORS', 'A', 'great', 'weekend', 'read', 'Warren', 'Buffet', 'Oldie', 'goodie']"
450,"['Im', 'truly', 'brain-dead', 'I', 'couldnt', 'come', 'Warren', 'Buffets', 'name', 'save', 'soul']"
451,"['reading', 'Michael', 'Palin', 'book', 'The', 'Python', 'Yearsgreat', 'book', 'I', 'also', 'recommend', 'Warren', 'Buffet', 'amp', 'Nelson', 'mandela', 'bio']"
452,"['I', 'mean', 'Im', 'Notre', 'Dame', 'I', 'Its', 'good', 'school', 'Id', 'closer', 'Dan', 'Id', 'enjoy']"
453,"['I', 'cant', 'watch', 'TV', 'without', 'tito', 'And', 'year', 'time-warner', 'DVR', 'STILL', 'suck']"
454,"['Id', 'say', 'sport', 'writer', 'idiot', 'say', 'Roger', 'lederer', 'one', 'best', 'ever', 'Tennis', 'Roger', 'lederer', 'THE', 'best', 'ever', 'Tennis']"
455,"['I', 'still', 'love', 'kindle', 'reading', 'The', 'New', 'York', 'Times', 'feel', 'natural', 'I', 'miss', 'Bloomingdale', 'ad']"
456,"['I', 'love', 'kindle', 'No', 'stack', 'book', 'trip', 'way', 'loo']"
457,"['Although', 'today', 'keynote', 'rock', 'every', 'great', 'announcement', 'attempt', 'shit', 'u', 'little', 'bit']"
458,"['sheridanmarfil', 'much', 'obsession', 'cell', 'phone', 'phone', 'im', 'slave', 'attempt', 'forever']"
459,"['freitas', 'oh', 'I', 'see', 'I', 'thought', 'attempt', '900MHz', 'cdna']"
460,"['slip', 'Where', 'read', 'tether', 'support', 'Phil', 'Just', 'attempt', 'O2', 'join']"
461,"['Fuzzball', 'fun', 'attempt', 'P']"
462,"['Today', 'good', 'day', 'dislike', 'attempt', 'Vote', 'office', 'indeed', 'danielpunkass']"
463,"['GOT', 'MY', 'WAVE', 'sandor', 'INVITE', 'Extra', 'excite', 'Too', 'bad', 'I', 'class', 'Ill', 'play', 'soon', 'enough', '  2009', 'wave']"
464,"['look', 'like', 'summit', 'go', 'many', 'sweet', 'wwc', 'perhaps']"
465,"['I', 'hope', 'girl', 'work', 'buy', 'kindle']"
466,"['Missed', 'insightfilled', 'May', 'column', 'One', 'smart', 'guy', 'look', 'closely', 'he', 'impressed', 'kindle', 'rough']"
467,"['sklososky', 'Thanks', 'much', 'one', 'happy', 'kindle', 'winner', 'I', 'surprised', 'fabulous', 'Thank', 'Best', 'Kathleen']"
468,"['Man', 'I', 'kinda', 'dislike', 'Apple', 'right', 'Case', 'point', 'phone', 'bgs', 'Wish', 'video', 'recorder', 'app', 'Please']"
469,"['cwong08', 'I', 'kindle', 'amp', 'Sony', 'PRS500', 'Like', 'Physical', 'device', 'feel', 'good', 'Font', 'nice', 'Pg', 'turn', 'snappy', 'enuff', 'UI', 'little', 'clunky']"
470,"['The', 'kindle', 'seem', 'best', 'reader', 'work', 'UK', 'I', 'get', 'one']"
471,"['I', 'goole', 'addiction', 'Thank', 'point', 'annamartin123', 'sahara']"
472,"['rubygem', 'My', 'primary', 'debit', 'card', 'Visa', 'Electron']"
473,"['Off', 'bank', 'get', 'new', 'visa', 'platinum', 'card']"
474,"['dearest', 'goole', 'rich', 'bastard', 'VISA', 'card', 'sent', 'work', 'screw', 'little', 'guy', 'like']"
475,"['date', 'bobby', 'flay', 'gut', 'fiery', 'food', 'network']"
476,"['Excited', 'see', 'Bobby', 'Flay', 'Guy', 'fiery', 'tomorrow', 'Great', 'American', 'Food', 'amp', 'Music', 'Fest']"
477,"['Gon', 'na', 'go', 'see', 'Bobby', 'Flay', 'moro', 'Shoreline', 'Eat', 'drink', 'Gon', 'na', 'good']"
478,"['cant', 'wait', 'great', 'american', 'food', 'music', 'festival', 'shoreline', 'tomorrow', 'mmmkatz', 'pastrami', 'bobby', 'flay', 'yes', 'please']"
479,"['My', 'dad', 'NY', 'day', 'ate', 'MESA', 'grill', 'last', 'night', 'met', 'Bobby', 'Flay', 'So', 'much', 'fun', 'except', 'I', 'completely', 'lose', 'voice', 'today']"
480,"['Fighting', 'LaTex', 'Again']"
481,"['Iheartseverus', 'love', 'dont', 'want', 'die', 'Latex', 'devil']"
482,"['7', 'hour', '7', 'hour', 'inchcape', 'crash', 'normally', 'solid', 'rock', '7', 'hour', 'LaTeX', 'complain', 'slightest', 'thing', 'I', 'cant', 'take']"
483,"['How', 'Track', 'Iran', 'Social', 'Media']"
484,"['Shits', 'hit', 'fan', 'Irancraziness', 'indeed', 'iranelection']"
485,"['Monday', 'already', 'Iran', 'may', 'implode', 'Kitchen', 'disaster', 'annagoss', 'seem', 'happy', 'nebulous', 'nice', 'weekend', 'goldpanda', 'great', 'whoop']"
486,"['Twitter', 'Stock', 'buzz', 'apl', 'ESF', 'SPY', 'six', 'PALM', 'update', '1200', 'PM']"
487,"['get', 'ready', 'test', 'burger', 'receives', 'weekend', 'Bobby', 'Flay', 'great', 'receives', 'try', 'Thanks', 'Bobby']"
488,"['johncmayer', 'Bobby', 'Flay', 'join']"
489,"['lam', 'love', 'Bobby', 'Flay', 'favorite', 'terrysimpson', 'belay', 'need', 'place', 'Phoenix', 'We', 'great', 'pepper']"
490,"['I', 'create', 'first', 'LaTeX', 'file', 'scratch', 'That', 'dint', 'work', 'well', 'See', 'amandabittner', 'great', 'time', 'waster']"
491,"['use', 'linx', 'love', 'much', 'nicer', 'window', 'Looking', 'forward', 'use', 'wysiwyg', 'latex', 'editor']"
492,"['After', 'use', 'LaTeX', 'lot', 'typeset', 'mathematics', 'look', 'hideous']"
493,"['Ask', 'Programming', 'LaTeX', 'design', 'submit', 'calcium', 'link', '1', 'comment']"
494,"['On', 'note', 'I', 'hate', 'Word', 'I', 'hate', 'Pages', 'I', 'hate', 'LaTeX', 'There', 'I', 'say', 'I', 'hate', 'LaTeX', 'All', 'TEXN3RDS', 'come', 'kill']"
495,"['Ahhh', 'back', 'real', 'text', 'edit', 'environment', 'I', 'ltd', 'LaTeX']"
496,"['Trouble', 'Iran', 'I', 'see', 'Hmm', 'Iran', 'Iran', 'far', 'away', 'flockofseagullsweregeopoliticallycorrect']"
497,"['Reading', 'sweet', 'come', 'Iran', 'The', 'whole', 'thing', 'terrify', 'incredibly', 'sad']"
